episode,step,lane,queue,speed,waiting
1,58,-E9_2,8,0.6485966804306629,72.0
1,59,-E9_2,8,0.526132436382155,80.0
1,60,-E9_2,8,0.654545430997753,88.0
1,61,-E9_2,9,0.6988884922147676,97.0
1,62,-E9_2,9,0.6255460516604765,106.0
1,63,-E9_2,9,0.48112590044319536,115.0
1,64,-E9_2,10,0.5984530358427113,125.0
1,65,-E9_2,10,0.3137802129604748,135.0
1,66,-E9_2,10,0.286875397493312,145.0
1,67,-E9_2,11,0.43111089488140336,156.0
1,68,-E9_2,11,0.09300235893888799,167.0
1,69,-E9_2,11,0.02452564639602794,178.0
1,70,-E9_2,11,0.01755764976601665,189.0
1,71,-E9_2,12,0.0005932194176806717,201.0
1,72,-E9_2,12,9.477501669031342e-05,213.0
1,73,-E9_2,12,5.7031190575139325e-05,225.0
1,74,-E9_2,12,3.5642961711521415e-05,237.0
1,75,-E9_2,12,1.5919560296605076e-05,249.0
1,76,-E9_2,12,0.0,261.0
1,77,-E9_2,12,1.233515617543145e-05,273.0
1,78,-E9_2,12,1.111918054195906e-05,285.0
1,79,-E9_2,12,0.0,297.0
1,80,-E9_2,12,0.0,309.0
1,81,-E9_2,12,0.0,321.0
1,82,-E9_2,12,0.0,333.0
1,83,-E9_2,12,0.0,345.0
1,84,-E9_2,12,0.0,357.0
1,85,-E9_2,12,0.0,369.0
1,86,-E9_2,12,0.0,381.0
1,87,-E9_2,12,0.0,393.0
1,88,-E9_2,12,0.0,405.0
1,89,-E9_2,12,0.0,417.0
1,90,-E9_2,11,0.0,381.0
1,91,-E9_2,10,0.1006840684164656,346.0
1,92,-E9_2,9,0.3259313058163215,310.0
1,93,-E9_2,8,0.5949258119153649,273.0
1,94,-E9_2,7,0.6670480830314327,237.0
1,95,-E9_2,6,0.888764251060338,200.0
1,96,-E9_2,5,1.042229042331221,164.0
1,97,-E9_2,5,0.8758097898236462,130.0
1,98,-E9_2,6,0.6739964254338081,101.0
1,99,-E9_2,6,0.3774099440894503,69.0
1,100,-E9_2,5,0.41682132828611657,38.0
1,101,-E9_2,5,0.35804874480972443,13.0
1,102,-E9_2,8,0.15593262218269677,21.0
1,103,-E9_2,9,0.12406852827927056,30.0
1,104,-E9_2,9,0.07351531334070266,39.0
1,105,-E9_2,10,0.029206619702461314,49.0
1,106,-E9_2,11,0.015161929119455565,60.0
1,107,-E9_2,11,0.011201961920278404,71.0
1,108,-E9_2,11,0.08661970709981333,82.0
1,109,-E9_2,11,0.019449208259614967,93.0
1,110,-E9_2,12,0.005669772376771483,105.0
1,111,-E9_2,12,0.0020142120254293717,117.0
1,112,-E9_2,12,0.0006222197171662832,129.0
1,113,-E9_2,12,0.00029046204061069434,141.0
1,114,-E9_2,12,0.00018687150487402328,153.0
1,115,-E9_2,12,0.00016058788622412353,165.0
1,116,-E9_2,11,0.052626961835285015,158.0
1,117,-E9_2,10,0.22042420214584535,150.0
1,118,-E9_2,9,0.32751866898904053,141.0
1,119,-E9_2,9,0.1798232357258388,132.0
1,120,-E9_2,9,0.1536814678669814,123.0
1,121,-E9_2,9,0.14346364024155897,121.0
1,122,-E9_2,9,0.2373278832096748,107.0
1,123,-E9_2,8,0.14760342868512594,94.0
1,124,-E9_2,8,0.39848367115913136,80.0
1,125,-E9_2,8,0.7373076142578825,66.0
1,126,-E9_2,7,0.41060376616970656,45.0
1,127,-E9_2,6,0.48596266985257675,30.0
1,128,-E9_2,5,0.5981932393385644,25.0
1,129,-E9_2,4,0.30654386709062187,28.0
1,130,-E9_2,4,0.7155485248270825,32.0
1,131,-E9_2,4,1.1683716148344165,36.0
1,132,-E9_2,4,1.0330920642050914,40.0
1,133,-E9_2,5,0.8594900266835364,45.0
1,134,-E9_2,5,0.6160425031149273,50.0
1,135,-E9_2,6,0.4316495279411895,56.0
1,136,-E9_2,7,0.23667874179786552,63.0
1,137,-E9_2,7,0.10307118983714432,70.0
1,138,-E9_2,7,0.06891227908055757,77.0
1,139,-E9_2,7,0.06870751938067145,84.0
1,140,-E9_2,7,0.0710771826143605,91.0
1,141,-E9_2,7,0.07125798641624112,98.0
1,142,-E9_2,6,0.14646481763104602,83.0
1,143,-E9_2,5,0.2290864327484457,67.0
1,144,-E9_2,5,0.17901040474428348,52.0
1,145,-E9_2,4,0.19112630220990953,36.0
1,146,-E9_2,6,0.10529834403586977,42.0
1,147,-E9_2,7,0.10099672736758274,49.0
1,148,-E9_2,8,0.07123823578499347,57.0
1,149,-E9_2,9,0.0415376096332249,66.0
1,150,-E9_2,8,0.03419716514343572,70.0
1,151,-E9_2,9,0.03550634333796588,79.0
1,152,-E9_2,9,0.029416316028405658,83.0
1,153,-E9_2,10,0.015637444100508973,93.0
1,154,-E9_2,10,0.009554485870918224,103.0
1,155,-E9_2,10,0.006550773181653891,113.0
1,156,-E9_2,10,0.00552600407903674,123.0
1,157,-E9_2,10,0.006107664062152253,133.0
1,158,-E9_2,10,0.0037000136883761385,143.0
1,159,-E9_2,9,0.01429495379358375,139.0
1,160,-E9_2,9,0.08775553155486852,148.0
1,161,-E9_2,10,0.0021657965176118256,158.0
1,162,-E9_2,10,0.0003827359252848544,168.0
1,163,-E9_2,10,0.00016620495602644414,178.0
1,164,-E9_2,10,4.0008161254420475e-05,188.0
1,165,-E9_2,10,2.370710326617684e-05,198.0
1,166,-E9_2,10,0.22547748733777553,201.0
1,167,-E9_2,9,0.15188779860059176,186.0
1,168,-E9_2,8,0.32024395405669037,170.0
1,169,-E9_2,8,0.396993035784597,178.0
1,170,-E9_2,8,0.4009091722097296,186.0
1,171,-E9_2,9,0.2900548851276121,195.0
1,172,-E9_2,9,0.08743658324657734,204.0
1,173,-E9_2,10,0.024208981568888663,214.0
1,174,-E9_2,10,0.012002623419412996,224.0
1,175,-E9_2,11,0.002335795722984058,235.0
1,176,-E9_2,11,0.0008043407862249559,246.0
1,177,-E9_2,11,0.00431046700948827,257.0
1,178,-E9_2,11,0.00042044793369195617,268.0
1,179,-E9_2,11,9.996344248311782e-05,279.0
1,180,-E9_2,10,1.715377464723914e-05,242.0
1,181,-E9_2,8,0.2688020847592477,175.0
1,182,-E9_2,9,0.43787030765533186,224.0
1,183,-E9_2,8,0.43564858592031397,191.0
1,184,-E9_2,7,0.44183049693201043,162.0
1,185,-E9_2,8,0.46612429503701547,134.0
1,186,-E9_2,7,0.18724180106918947,140.0
1,187,-E9_2,8,0.18037195421735716,148.0
1,188,-E9_2,9,0.08412796761358465,156.0
1,189,-E9_2,8,0.10752808392990715,163.0
1,190,-E9_2,9,0.07685645703079384,172.0
1,191,-E9_2,8,0.14951144244291587,142.0
1,192,-E9_2,9,0.16221655901613327,151.0
1,193,-E9_2,9,0.3019851243560496,155.0
1,194,-E9_2,8,0.18350428709108696,159.0
1,195,-E9_2,8,0.2715527282613549,164.0
1,196,-E9_2,7,0.683818946499253,168.0
1,197,-E9_2,7,0.6555537020944103,175.0
1,198,-E9_2,8,0.8547908998401729,195.0
1,199,-E9_2,6,1.1497758200263601,140.0
1,200,-E9_2,5,1.0107835667859533,116.0
1,201,-E9_2,5,1.789691543040615,64.0
1,202,-E9_2,3,1.4916401524322784,28.0
1,203,-E9_2,3,1.8732568522161785,13.0
1,204,-E9_2,3,1.7800733279069292,13.0
1,205,-E9_2,4,1.353498074637265,7.0
1,206,-E9_2,5,0.9639098670395163,11.0
1,207,-E9_2,5,0.7292272351296589,12.0
1,208,-E9_2,6,0.6064761044790905,18.0
1,209,-E9_2,6,0.6774589209773302,21.0
1,210,-E9_2,5,0.4634134521007257,25.0
1,211,-E9_2,5,0.4541647696400556,30.0
1,212,-E9_2,5,0.7507974968657275,35.0
1,213,-E9_2,6,0.6057508093116936,48.0
1,214,-E9_2,4,1.0939317768506698,34.0
1,215,-E9_2,3,1.1933541794320783,27.0
1,216,-E9_2,3,1.6713226203508433,20.0
1,217,-E9_2,2,2.3569892439021607,12.0
1,218,-E9_2,2,1.959258766185398,4.0
1,219,-E9_2,4,2.275146318770414,8.0
1,220,-E9_2,3,1.8529877929504606,9.0
1,221,-E9_2,3,2.592436345120319,10.0
1,222,-E9_2,5,1.8946365709370911,15.0
1,223,-E9_2,4,2.218249346902615,18.0
1,224,-E9_2,4,2.326988686732868,22.0
1,225,-E9_2,5,1.6581942580893838,42.0
1,226,-E9_2,3,1.9040690587153906,19.0
1,227,-E9_2,3,1.7302522308368455,14.0
1,228,-E9_2,2,1.5647546680111646,9.0
1,229,-E9_2,3,1.2106425381092598,12.0
1,230,-E9_2,2,1.433898145725622,6.0
1,231,-E9_2,2,1.4001848424323131,8.0
1,232,-E9_2,5,1.157314553088566,13.0
1,233,-E9_2,7,0.8920914927055174,20.0
1,234,-E9_2,7,0.33444609377019935,27.0
1,235,-E9_2,7,0.30176798090116236,31.0
1,236,-E9_2,5,0.4876939778775295,29.0
1,237,-E9_2,7,0.34506641719491504,36.0
1,238,-E9_2,7,0.37314116071846937,43.0
1,239,-E9_2,6,0.6784649990757482,43.0
1,240,-E9_2,4,0.72472891995135,43.0
1,241,-E9_2,5,0.500643734493643,48.0
1,242,-E9_2,5,0.5551534113722755,52.0
1,243,-E9_2,5,0.4960486318364548,57.0
1,244,-E9_2,5,0.36274696805817447,62.0
1,245,-E9_2,6,0.24316783784888898,68.0
1,246,-E9_2,5,0.4026067682186833,69.0
1,247,-E9_2,6,0.38899549604248224,75.0
1,248,-E9_2,8,0.19421613483880124,83.0
1,249,-E9_2,7,0.14674170592821237,86.0
1,250,-E9_2,7,0.18667290483419688,90.0
1,251,-E9_2,7,0.20517425842344245,94.0
1,252,-E9_2,8,0.13260403460966677,102.0
1,253,-E9_2,7,0.19014646566375895,106.0
1,254,-E9_2,6,0.2616462433139768,109.0
1,255,-E9_2,5,0.2180954760678939,111.0
1,256,-E9_2,5,0.16919920620521925,116.0
1,257,-E9_2,7,0.10057072078340358,123.0
1,258,-E9_2,8,0.0578079164426007,131.0
1,259,-E9_2,9,0.04836194513235115,140.0
1,260,-E9_2,12,0.012154525227985553,153.0
1,261,-E9_2,12,0.007448445595355638,165.0
1,262,-E9_2,12,0.006657324886736547,177.0
1,263,-E9_2,11,0.07112126085667177,184.0
1,264,-E9_2,11,0.01506288500033756,195.0
1,265,-E9_2,12,0.0025173221023547954,207.0
1,266,-E9_2,11,0.08128769766198013,209.0
1,267,-E9_2,12,0.006779387730443439,221.0
1,268,-E9_2,12,0.0004764984986765981,233.0
1,269,-E9_2,12,0.0,245.0
1,270,-E9_2,11,0.0010744256946925484,213.0
1,271,-E9_2,9,0.14465111974632808,169.0
1,272,-E9_2,8,0.4121695253644472,137.0
1,273,-E9_2,9,0.08173750709533166,106.0
1,274,-E9_2,7,0.12905890834282088,86.0
1,275,-E9_2,7,0.15450550935789034,76.0
1,276,-E9_2,6,0.20457297098544477,81.0
1,277,-E9_2,8,0.3285198964997675,89.0
1,278,-E9_2,8,0.29919490877465177,97.0
1,279,-E9_2,8,0.3327755860891233,93.0
1,280,-E9_2,10,0.07560094590638634,103.0
1,281,-E9_2,10,0.025061888582096407,113.0
1,282,-E9_2,11,0.010806867433471314,124.0
1,283,-E9_2,9,0.12924169636730032,84.0
1,284,-E9_2,11,0.015236632222911628,95.0
1,285,-E9_2,10,0.01254272306951429,104.0
1,286,-E9_2,10,0.06889243720854173,105.0
1,287,-E9_2,10,0.03953514464966334,115.0
1,288,-E9_2,11,0.017227914052491623,126.0
1,289,-E9_2,10,0.19651918761055856,123.0
1,290,-E9_2,10,0.18516659230848184,102.0
1,291,-E9_2,9,0.08737632624452431,110.0
1,292,-E9_2,11,0.026960072099135243,121.0
1,293,-E9_2,12,0.009140053170646081,133.0
1,294,-E9_2,12,0.005944245531201264,145.0
1,295,-E9_2,11,0.08428798723925644,145.0
1,296,-E9_2,11,0.010622026558107062,156.0
1,297,-E9_2,12,0.0020376461824979483,168.0
1,298,-E9_2,11,0.15870985320570088,167.0
1,299,-E9_2,11,0.11296620695112919,178.0
1,300,-E9_2,11,0.10169354928221926,189.0
1,301,-E9_2,12,0.0025724890360891857,201.0
1,302,-E9_2,12,5.3147528693737415e-05,213.0
1,303,-E9_2,11,0.0691946238977368,213.0
1,304,-E9_2,11,0.018563704568892992,224.0
1,305,-E9_2,12,0.004800210380046583,236.0
1,306,-E9_2,11,0.1024270212756251,220.0
1,307,-E9_2,9,0.2902743772590583,160.0
1,308,-E9_2,8,0.3044614713966432,142.0
1,309,-E9_2,7,0.9130153382777398,132.0
1,310,-E9_2,7,0.2831829469098805,130.0
1,311,-E9_2,7,0.6935627306759848,137.0
1,312,-E9_2,8,0.6984438835944108,172.0
1,313,-E9_2,5,0.5695909216311182,126.0
1,314,-E9_2,5,0.5372599253787482,90.0
1,315,-E9_2,6,0.34102503283747126,61.0
1,316,-E9_2,6,0.29507530887370964,67.0
1,317,-E9_2,6,0.29997066715609094,45.0
1,318,-E9_2,6,0.2891902163237131,51.0
1,319,-E9_2,5,0.29477604503464966,34.0
1,320,-E9_2,6,0.2811192533799023,25.0
1,321,-E9_2,9,0.12220096978469679,28.0
1,322,-E9_2,10,0.09995561405849161,38.0
1,323,-E9_2,12,0.00786813960661755,50.0
1,324,-E9_2,11,0.009421175924916243,57.0
1,325,-E9_2,10,0.0908050853208362,63.0
1,326,-E9_2,10,0.13964731281087092,73.0
1,327,-E9_2,7,0.10614429457217556,64.0
1,328,-E9_2,7,0.1495300852111838,65.0
1,329,-E9_2,10,0.04267963110236317,69.0
1,330,-E9_2,10,0.027893169926988187,79.0
1,331,-E9_2,10,0.017867052589752144,87.0
1,332,-E9_2,10,0.017459510966115376,97.0
1,333,-E9_2,11,0.016797278590179057,108.0
1,334,-E9_2,12,0.012737100729030046,120.0
1,335,-E9_2,11,0.10691357114457382,130.0
1,336,-E9_2,8,0.21183368113265466,121.0
1,337,-E9_2,8,0.10774447379058115,123.0
1,338,-E9_2,11,0.0341129639901175,134.0
1,339,-E9_2,12,0.0030870318279372735,146.0
1,340,-E9_2,12,0.0021344556886372,158.0
1,341,-E9_2,12,0.0001334116524178221,170.0
1,342,-E9_2,12,7.863580487963796e-05,182.0
1,343,-E9_2,12,0.0,194.0
1,344,-E9_2,11,0.07193554116215738,198.0
1,345,-E9_2,10,0.20790859194896918,183.0
1,346,-E9_2,11,0.025917807248643485,194.0
1,347,-E9_2,11,0.13923511995255014,205.0
1,348,-E9_2,12,0.00550700401554417,217.0
1,349,-E9_2,12,0.0009794931536365606,229.0
1,350,-E9_2,12,9.297680312072883e-05,241.0
1,351,-E9_2,12,0.0,253.0
1,352,-E9_2,12,0.003183777808445807,265.0
1,353,-E9_2,11,0.07658427378908307,261.0
1,354,-E9_2,10,0.15969962955835923,238.0
1,355,-E9_2,11,0.06598363441570766,249.0
1,356,-E9_2,11,0.13094227693085417,260.0
1,357,-E9_2,11,0.013253122987843653,271.0
1,358,-E9_2,12,0.00172741205673675,283.0
1,359,-E9_2,12,0.0001381012732364473,295.0
1,360,-E9_2,11,5.100870051791997e-05,260.0
1,361,-E9_2,10,0.1096917292498857,224.0
1,362,-E9_2,9,0.36924236005680283,188.0
1,363,-E9_2,8,0.34046332942152957,161.0
1,364,-E9_2,7,0.30363922417519895,107.0
1,365,-E9_2,4,0.7081845171093746,57.0
1,366,-E9_2,3,1.133228026902872,42.0
1,367,-E9_2,4,0.7539296995122824,46.0
1,368,-E9_2,3,0.4479238656517762,39.0
1,369,-E9_2,3,0.6515334037830092,40.0
1,370,-E9_2,4,0.5262528538143953,44.0
1,371,-E9_2,5,0.4422328591237009,49.0
1,372,-E9_2,7,0.307650684051443,56.0
1,373,-E9_2,8,0.04390342563049728,64.0
1,374,-E9_2,10,0.01231221906592234,74.0
1,375,-E9_2,10,0.009173224235397518,84.0
1,376,-E9_2,9,0.11275831778459788,86.0
1,377,-E9_2,8,0.18314527046059872,63.0
1,378,-E9_2,8,0.22027044706668208,71.0
1,379,-E9_2,7,0.5544554853197947,63.0
1,380,-E9_2,6,0.35499176910233554,53.0
1,381,-E9_2,6,0.45623664992012664,59.0
1,382,-E9_2,7,0.304378290821337,64.0
1,383,-E9_2,6,0.3330816899648619,69.0
1,384,-E9_2,7,0.3034567168125338,76.0
1,385,-E9_2,6,0.48167074300739604,52.0
1,386,-E9_2,7,0.7790917754588764,72.0
1,387,-E9_2,6,0.5549609178642569,50.0
1,388,-E9_2,4,1.083909952218364,32.0
1,389,-E9_2,4,1.2116701867171034,21.0
1,390,-E9_2,2,1.985046496400546,6.0
1,391,-E9_2,3,2.180117866460755,9.0
1,392,-E9_2,3,1.9604890130617725,9.0
1,393,-E9_2,3,1.8568412485948915,11.0
1,394,-E9_2,2,1.6614688305595728,12.0
1,395,-E9_2,2,2.080765728477357,14.0
1,396,-E9_2,2,1.8464384811674304,16.0
1,397,-E9_2,4,1.7979120403862179,37.0
1,398,-E9_2,0,2.2095480147359177,0.0
1,399,-E9_2,0,1.9942445955319514,0.0
1,400,-E9_2,1,2.3093536413403344,1.0
1,401,-E9_2,2,2.6064277595630094,3.0
1,402,-E9_2,3,2.5542929449078122,6.0
1,403,-E9_2,4,2.0344745088835143,8.0
1,404,-E9_2,3,1.988377331528043,8.0
1,405,-E9_2,3,1.7520569746113905,9.0
1,406,-E9_2,4,1.5836677081748372,13.0
1,407,-E9_2,5,0.8717789294540942,18.0
1,408,-E9_2,5,0.7619124752576202,22.0
1,409,-E9_2,4,0.7751059225625027,17.0
1,410,-E9_2,5,0.4620311014252879,16.0
1,411,-E9_2,3,0.4471826570188342,12.0
1,412,-E9_2,4,0.5163058287903115,16.0
1,413,-E9_2,6,0.7772846149664292,22.0
1,414,-E9_2,5,1.244727705846094,26.0
1,415,-E9_2,6,0.9871777418580753,32.0
1,416,-E9_2,6,0.7448137202120736,38.0
1,417,-E9_2,7,0.7211303495508748,45.0
1,418,-E9_2,7,0.41795280747064933,52.0
1,419,-E9_2,9,0.12236315133582903,61.0
1,420,-E9_2,9,0.23224557285779387,69.0
1,421,-E9_2,9,0.22894140322814066,78.0
1,422,-E9_2,10,0.14682038341560832,88.0
1,423,-E9_2,11,0.08943790573019374,99.0
1,424,-E9_2,12,0.009560945576824093,111.0
1,425,-E9_2,12,0.005802703458009896,123.0
1,426,-E9_2,12,0.0018127080369532988,135.0
1,427,-E9_2,12,0.000671080060241717,147.0
1,428,-E9_2,12,0.0001271754561720422,159.0
1,429,-E9_2,12,1.1479830126685472e-05,171.0
1,430,-E9_2,12,0.0,183.0
1,431,-E9_2,12,0.0,195.0
1,432,-E9_2,12,0.0,207.0
1,433,-E9_2,12,0.0,219.0
1,434,-E9_2,12,0.0,231.0
1,435,-E9_2,12,0.0,243.0
1,436,-E9_2,12,0.0,255.0
1,437,-E9_2,12,0.0,267.0
1,438,-E9_2,12,0.0,279.0
1,439,-E9_2,12,0.0,291.0
1,440,-E9_2,12,0.0,303.0
1,441,-E9_2,12,0.0,315.0
1,442,-E9_2,12,0.0,327.0
1,443,-E9_2,12,0.0,339.0
1,444,-E9_2,12,0.0,351.0
1,445,-E9_2,12,0.0,363.0
1,446,-E9_2,12,0.0,375.0
1,447,-E9_2,12,0.0,387.0
1,448,-E9_2,12,0.0,399.0
1,449,-E9_2,12,0.0,411.0
1,450,-E9_2,11,0.0,378.0
1,451,-E9_2,10,0.14213066777479466,345.0
1,452,-E9_2,9,0.4524990655986022,312.0
1,453,-E9_2,8,0.332051725462056,279.0
1,454,-E9_2,8,0.32104396546874076,246.0
1,455,-E9_2,6,0.6042447222355662,211.0
1,456,-E9_2,5,0.7868207283552131,177.0
1,457,-E9_2,5,0.7345317093434738,144.0
1,458,-E9_2,4,0.6061099671105871,110.0
1,459,-E9_2,3,0.5314811410305804,76.0
1,460,-E9_2,2,0.6560772989795978,38.0
1,461,-E9_2,2,0.7631005127236109,3.0
1,462,-E9_2,3,0.7033746182249516,6.0
1,463,-E9_2,3,0.6184268231208013,9.0
1,464,-E9_2,5,0.4250569831534651,14.0
1,465,-E9_2,6,0.22039746974865618,37.0
1,466,-E9_2,6,0.18186308619329933,25.0
1,467,-E9_2,10,0.05972204517075325,35.0
1,468,-E9_2,10,0.012678507356082587,45.0
1,469,-E9_2,11,0.0021575114968511565,56.0
1,470,-E9_2,11,0.0004847565619347146,67.0
1,471,-E9_2,11,0.00011460480861278344,78.0
1,472,-E9_2,11,1.5975787060021847e-05,89.0
1,473,-E9_2,9,0.06434858949315153,86.0
1,474,-E9_2,10,0.0459660321466095,91.0
1,475,-E9_2,11,0.01602378421750407,102.0
1,476,-E9_2,11,0.007687224494645434,113.0
1,477,-E9_2,11,0.0008155974813889038,124.0
1,478,-E9_2,11,0.00039538308479094056,135.0
1,479,-E9_2,11,9.649289531562468e-05,146.0
1,480,-E9_2,11,2.4950556100018878e-05,157.0
1,481,-E9_2,11,0.0,168.0
1,482,-E9_2,10,0.1914367663568224,157.0
1,483,-E9_2,10,0.03578534830048072,167.0
1,484,-E9_2,10,0.1694632608124282,177.0
1,485,-E9_2,9,0.17213411410467377,161.0
1,486,-E9_2,9,0.03115621941863773,170.0
1,487,-E9_2,10,0.03966380144727099,180.0
1,488,-E9_2,9,0.3044181157227352,165.0
1,489,-E9_2,9,0.24137913721435603,174.0
1,490,-E9_2,9,0.47631691156577594,183.0
1,491,-E9_2,9,0.18940894603030758,192.0
1,492,-E9_2,8,0.6593789373179163,175.0
1,493,-E9_2,7,0.9014350668321253,132.0
1,494,-E9_2,7,0.46694476206198005,120.0
1,495,-E9_2,6,0.421888093289763,118.0
1,496,-E9_2,7,0.3235160445102041,125.0
1,497,-E9_2,8,0.29119479426281963,129.0
1,498,-E9_2,9,0.1775001816795766,169.0
1,499,-E9_2,8,0.15484067005858443,140.0
1,500,-E9_2,7,0.1950211371459963,111.0
1,501,-E9_2,7,0.1818682271920428,83.0
1,502,-E9_2,7,0.1716224487738237,51.0
1,503,-E9_2,7,0.15849029094799497,27.0
1,504,-E9_2,9,0.12487110213565977,36.0
1,505,-E9_2,9,0.07560728424815379,45.0
1,506,-E9_2,10,0.04299760406855024,55.0
1,507,-E9_2,11,0.031757457511216385,66.0
1,508,-E9_2,11,0.016424835445408726,77.0
1,509,-E9_2,12,0.00861584225515189,89.0
1,510,-E9_2,12,0.004934630839611755,101.0
1,511,-E9_2,12,0.0006035590737350054,113.0
1,512,-E9_2,12,0.0002124887413653628,125.0
1,513,-E9_2,12,1.478099105944102e-05,137.0
1,514,-E9_2,12,0.0,149.0
1,515,-E9_2,11,0.21247034864694192,146.0
1,516,-E9_2,12,0.00448219968037477,158.0
1,517,-E9_2,12,0.0002188873911052703,170.0
1,518,-E9_2,12,2.0412305915366624e-05,182.0
1,519,-E9_2,12,0.0,194.0
1,520,-E9_2,12,0.0,206.0
1,521,-E9_2,12,0.0,218.0
1,522,-E9_2,11,0.17310820689114434,210.0
1,523,-E9_2,11,0.03308360255961096,221.0
1,524,-E9_2,11,0.010140772616050814,232.0
1,525,-E9_2,12,0.0008442558007903783,244.0
1,526,-E9_2,12,2.028071585174406e-05,256.0
1,527,-E9_2,12,0.0,268.0
1,528,-E9_2,12,0.0,280.0
1,529,-E9_2,12,0.0,292.0
1,530,-E9_2,12,0.0,304.0
1,531,-E9_2,12,0.12885653181001544,314.0
1,532,-E9_2,11,0.12377658521727476,299.0
1,533,-E9_2,11,0.07083256859962322,310.0
1,534,-E9_2,12,0.03569311812610895,322.0
1,535,-E9_2,12,0.024854395795839094,334.0
1,536,-E9_2,13,0.0011034704174049058,347.0
1,537,-E9_2,13,0.000656179596858042,360.0
1,538,-E9_2,13,3.633594164057284e-05,373.0
1,539,-E9_2,13,0.0,386.0
1,540,-E9_2,12,0.0,354.0
1,541,-E9_2,11,0.12144077479951597,321.0
1,542,-E9_2,10,0.3934390857915278,288.0
1,543,-E9_2,9,0.3250158382378684,256.0
1,544,-E9_2,9,0.26892310914900724,224.0
1,545,-E9_2,7,0.46231035155002936,189.0
1,546,-E9_2,6,0.7007569802749615,155.0
1,547,-E9_2,5,0.940951375681612,120.0
1,548,-E9_2,6,0.49111528326494547,87.0
1,549,-E9_2,5,0.4493698242761896,59.0
1,550,-E9_2,6,0.4012962993139118,40.0
1,551,-E9_2,6,0.41201791961520084,46.0
1,552,-E9_2,6,0.4328678739258334,34.0
1,553,-E9_2,5,0.4987682805831634,19.0
1,554,-E9_2,6,0.4141339041759352,26.0
1,555,-E9_2,6,0.3740145710155165,17.0
1,556,-E9_2,6,0.38833464931572337,23.0
1,557,-E9_2,7,0.3164133742646627,30.0
1,558,-E9_2,8,0.4425620234056092,40.0
1,559,-E9_2,8,0.6260267073989694,45.0
1,560,-E9_2,8,0.4741304165804129,53.0
1,561,-E9_2,8,0.8269211405489576,61.0
1,562,-E9_2,7,0.8370060463183038,59.0
1,563,-E9_2,7,0.936702440696943,53.0
1,564,-E9_2,7,1.1212995791559006,48.0
1,565,-E9_2,6,0.9630846371873897,43.0
1,566,-E9_2,6,1.1129630865877842,38.0
1,567,-E9_2,5,1.191118312556573,36.0
1,568,-E9_2,4,1.1560011982600944,38.0
