step,avg_delay,avg_queue,max_queue,throughput,cumulative_reward
56,2.904255319148936,1.0,2,0,-137.52019567691124
57,3.106382978723404,1.0,2,0,-147.73296163435805
58,3.3191489361702127,1.0833333333333333,2,0,-158.4545928400318
59,3.4166666666666665,1.0833333333333333,2,0,-169.37125950669846
60,3.42,1.0833333333333333,2,0,-180.29459284003178
61,3.336734693877551,0.9166666666666666,2,2,-184.88472889445356
62,3.3617021276595747,1.0,2,2,-189.6081331497727
63,3.4893617021276597,0.8333333333333334,2,0,-200.42018988736135
64,3.5416666666666665,0.75,2,0,-211.2535232206947
65,3.6122448979591835,0.6666666666666666,2,0,-222.14467968327972
66,3.68,0.6666666666666666,2,0,-233.1713463499464
67,3.784313725490196,0.6666666666666666,2,0,-244.40664046759343
68,3.9705882352941178,1.0,2,0,-256.34781693818167
69,4.147058823529412,1.0,2,0,-268.6419345852405
70,4.240384615384615,1.25,2,0,-281.37270381600973
71,4.173076923076923,1.25,2,2,-287.9688576621636
72,4.30188679245283,1.1666666666666667,2,0,-300.7392979137359
73,4.363636363636363,1.1666666666666667,2,0,-313.6332373076753
74,4.508928571428571,1.1666666666666667,2,0,-326.8177611171991
75,4.649122807017544,1.25,2,0,-340.36600673123417
76,4.894736842105263,1.25,2,0,-354.4054804154447
77,5.060344827586207,1.25,2,0,-368.7761700706171
78,5.310344827586207,1.25,2,0,-383.64685972578957
79,5.30327868852459,1.3333333333333333,2,0,-398.5867504361721
80,5.441666666666666,1.3333333333333333,2,1,-410.80341710283875
81,5.5508474576271185,1.3333333333333333,2,1,-423.2384453514263
82,5.483050847457627,1.1666666666666667,2,1,-435.3712137130082
83,5.661016949152542,1.0,2,0,-450.6932476113133
84,5.491666666666666,0.75,2,1,-462.4265809446467
85,5.549180327868853,0.6666666666666666,2,0,-477.19160826705104
86,5.69672131147541,0.6666666666666666,2,0,-492.2517175566685
87,5.844262295081967,0.6666666666666666,2,0,-507.6069088134991
88,6.0,0.6666666666666666,2,1,-520.2735754801657
89,6.0,0.9166666666666666,2,0,-536.1902421468324
90,6.258064516129032,0.9166666666666666,2,1,-549.623037845757
91,6.349206349206349,1.1666666666666667,2,0,-566.4881172108364
92,6.531746031746032,1.1666666666666667,2,0,-583.7182759409951
93,6.625,1.1666666666666667,2,0,-601.1349426076617
94,6.643939393939394,1.25,2,0,-618.6728213955405
95,6.878787878787879,1.25,2,0,-636.6803971531162
96,7.007462686567164,1.3333333333333333,2,0,-655.0286558595839
97,7.2611940298507465,1.3333333333333333,2,0,-673.8843772526187
98,7.411764705882353,1.3333333333333333,2,0,-693.0412399977167
99,7.557971014492754,1.3333333333333333,2,0,-712.4905153600356
100,7.7214285714285715,1.3333333333333333,2,0,-732.266705836226
101,7.894366197183099,1.3333333333333333,2,0,-752.3887715639256
102,7.934782608695652,1.3333333333333333,2,2,-766.5916701146502
103,8.014492753623188,1.3333333333333333,2,1,-783.95398895523
104,8.0,1.3333333333333333,2,1,-801.2873222885634
105,8.211267605633802,1.3333333333333333,2,0,-822.0431908331643
106,8.23611111111111,1.3333333333333333,2,1,-839.8487463887199
107,8.41095890410959,1.3333333333333333,2,0,-861.0039975302724
108,8.56081081081081,1.3333333333333333,2,0,-882.4589524852273
109,8.68918918918919,1.3333333333333333,2,1,-901.170664196939
110,8.82,1.1666666666666667,2,0,-922.9773308636056
111,8.93421052631579,1.0,2,0,-944.8457519162372
112,9.025974025974026,0.8333333333333334,2,1,-963.7310333015186
113,8.987179487179487,0.75,2,1,-982.4553922758776
114,9.185897435897436,0.6666666666666666,2,0,-1004.4938538143391
115,9.378205128205128,0.6666666666666666,2,0,-1026.9169307374161
116,9.694805194805195,0.6666666666666666,2,1,-1046.9732077936933
117,9.626582278481013,0.6666666666666666,2,0,-1069.893039017322
118,9.567901234567902,0.6666666666666666,2,0,-1092.6955081531246
119,9.512048192771084,0.6666666666666666,2,0,-1115.3862712053335
120,9.686746987951807,0.6666666666666666,2,0,-1138.4264318479038
121,9.873493975903614,0.6666666666666666,2,0,-1161.8400864663777
122,9.94047619047619,0.6666666666666666,2,0,-1185.3877055139967
123,10.005882352941176,0.6666666666666666,2,0,-1209.0661368865458
124,10.188235294117646,0.6666666666666666,2,0,-1233.1092741414477
125,10.376470588235295,0.6666666666666666,2,0,-1257.528881984585
126,10.564705882352941,0.6666666666666666,2,0,-1282.3249604159575
127,10.622093023255815,0.6666666666666666,2,0,-1307.2358131291357
128,10.338888888888889,0.6666666666666666,2,0,-1331.5802575735802
129,10.370786516853933,0.6666666666666666,2,1,-1352.9884972739546
130,10.420454545454545,1.0,2,1,-1374.8294063648636
131,10.10919540229885,1.0,2,2,-1393.0477971694613
132,10.10344827586207,0.9166666666666666,2,1,-1414.171360387852
133,10.215909090909092,1.25,2,0,-1438.8531785696703
134,10.227272727272727,1.1666666666666667,2,1,-1460.4743906908823
135,10.232954545454545,1.1666666666666667,2,1,-1482.106966448458
136,10.284883720930232,1.1666666666666667,2,2,-1500.8434005569852
137,10.488235294117647,1.25,2,1,-1523.0698711452205
138,10.708333333333334,1.25,2,1,-1545.7365378118873
139,10.694117647058823,1.25,2,1,-1568.374773106005
140,10.69186046511628,1.25,2,1,-1591.0084940362376
141,10.923529411764706,1.3333333333333333,2,1,-1614.1888861931004
142,11.102409638554217,1.3333333333333333,2,2,-1634.7270388035422
143,11.232142857142858,1.25,2,0,-1661.441324517828
144,11.352941176470589,1.0,2,0,-1688.1472068707692
145,11.605882352941176,0.9166666666666666,2,0,-1715.2756382433183
146,11.841176470588236,0.75,2,0,-1742.7079911844949
147,12.066265060240964,0.75,2,2,-1764.5905213049768
148,12.142857142857142,0.6666666666666666,2,0,-1792.5429022573578
149,12.229411764705882,0.6666666666666666,2,0,-1820.6683924534364
150,12.48235294117647,0.9166666666666666,2,1,-1846.549765002456
151,12.563953488372093,1.0,2,1,-1872.6776719792003
152,12.80232558139535,1.0833333333333333,2,0,-1902.3656564753244
153,13.017441860465116,1.3333333333333333,2,0,-1932.733873529588
154,13.220930232558139,1.3333333333333333,2,0,-1963.5090673280376
155,13.304597701149426,1.3333333333333333,2,0,-1994.4515960636697
156,13.380681818181818,1.3333333333333333,2,0,-2025.5462930333667
157,13.460674157303371,1.3333333333333333,2,0,-2056.800974681307
158,13.566666666666666,1.3333333333333333,2,0,-2088.2676413479735
159,13.833333333333334,1.3333333333333333,2,0,-2120.2676413479735
160,14.1,1.3333333333333333,2,0,-2152.800974681307
161,14.38888888888889,1.3333333333333333,2,0,-2185.912085792418
162,14.266666666666667,1.3333333333333333,2,1,-2215.778752459085
163,14.190217391304348,1.3333333333333333,2,0,-2248.492520575027
164,14.148351648351648,1.3333333333333333,2,1,-2278.1225572050635
165,13.677777777777777,1.1666666666666667,2,2,-2303.644779427286
166,13.916666666666666,1.0,2,0,-2335.4781127606193
167,14.13888888888889,0.8333333333333334,2,0,-2367.5892238717306
168,14.377777777777778,0.8333333333333334,2,0,-2400.1781127606196
169,14.6,0.6666666666666666,2,0,-2433.0447794272864
170,14.926966292134832,0.6666666666666666,2,1,-2463.5653786782227
171,15.174157303370787,0.75,2,0,-2497.663693284964
172,15.522727272727273,0.75,2,1,-2529.4591478304187
173,15.767045454545455,0.8333333333333334,2,0,-2564.8265720728427
174,16.005681818181817,0.8333333333333334,2,0,-2600.6712690425397
175,16.402298850574713,0.8333333333333334,2,1,-2634.3092000770225
176,16.64367816091954,0.9166666666666666,2,0,-2671.513223065528
177,16.6875,1.0833333333333333,2,0,-2708.9715563988616
178,16.926136363636363,1.0,2,0,-2746.823829126134
179,17.164772727272727,1.25,2,0,-2785.4033745806796
180,17.420454545454547,1.25,2,0,-2824.4942836715886
181,17.693181818181817,1.1666666666666667,2,0,-2864.047313974619
182,17.775280898876403,1.1666666666666667,2,0,-2903.7645424390385
183,17.55,1.25,2,1,-2940.1145424390384
184,17.696629213483146,1.25,2,1,-2976.757800866005
185,17.651685393258425,1.25,2,1,-3013.311171652522
186,17.818181818181817,1.25,2,1,-3050.1975352888853
187,18.09659090909091,1.3333333333333333,2,0,-3090.7240504404003
188,18.28488372093023,1.3333333333333333,2,2,-3125.627151215594
189,18.319767441860463,1.0,2,1,-3163.266686099315
190,18.587209302325583,0.8333333333333334,2,0,-3204.2744380372997
191,18.626436781609197,0.6666666666666666,2,0,-3245.193978267185
192,18.681818181818183,0.6666666666666666,2,0,-3286.224281297488
193,18.713483146067414,0.6666666666666666,2,0,-3327.3179142562894
194,18.95505617977528,0.6666666666666666,2,0,-3368.8946932825065
195,19.363636363636363,1.0,2,1,-3408.621966009779
196,19.770114942528735,1.0833333333333333,2,1,-3449.2455292281697
197,20.022988505747126,1.25,2,0,-3493.541506239664
198,20.270114942528735,1.3333333333333333,2,0,-3538.415069458055
199,20.511494252873565,1.3333333333333333,2,0,-3583.7713912971353
200,20.7816091954023,1.3333333333333333,2,0,-3629.6679430212735
201,21.04597701149425,1.3333333333333333,2,0,-3676.0932303775953
202,21.310344827586206,1.3333333333333333,2,0,-3723.047253366101
203,21.60919540229885,1.3333333333333333,2,0,-3770.598977504032
204,21.919540229885058,1.3333333333333333,2,0,-3818.7713912971353
205,22.235632183908045,1.3333333333333333,2,0,-3867.5759889982846
206,22.528735632183906,1.3333333333333333,2,0,-3916.9667935959856
207,22.141176470588235,1.3333333333333333,2,2,-3959.5824798704953
208,22.156976744186046,1.3333333333333333,2,0,-4008.229766692201
209,22.188235294117646,1.1666666666666667,2,1,-4053.772903947103
210,21.88235294117647,1.0,2,1,-4098.5376098294555
211,22.141176470588235,0.8333333333333334,2,0,-4146.653296103966
212,22.405882352941177,0.8333333333333334,2,0,-4195.298394143181
213,22.658823529411766,0.6666666666666666,2,0,-4244.282707868671
214,22.9,0.6666666666666666,2,0,-4293.749374535338
215,23.176470588235293,1.0,2,0,-4344.102315711808
216,23.429411764705883,1.0,2,0,-4394.96113924122
217,23.676470588235293,1.1666666666666667,2,0,-4446.480747084357
218,23.929411764705883,1.25,2,0,-4498.589570613769
219,24.176470588235293,1.1666666666666667,2,0,-4551.109178456906
220,24.441176470588236,1.1666666666666667,2,0,-4604.15819806475
221,24.694117647058825,1.1666666666666667,2,0,-4657.713100025534
222,24.94705882352941,1.25,2,0,-4711.857217672593
223,25.223529411764705,1.25,2,0,-4766.554276496122
224,25.209302325581394,1.3333333333333333,2,0,-4821.306214480618
225,25.5,1.3333333333333333,2,0,-4876.639547813951
226,25.808139534883722,1.3333333333333333,2,0,-4932.589160217052
227,25.539772727272727,1.3333333333333333,2,0,-4988.002039004931
228,25.488636363636363,1.3333333333333333,2,1,-5040.312645065537
229,25.304597701149426,1.3333333333333333,2,2,-5089.25517380117
230,25.103448275862068,1.1666666666666667,2,1,-5140.6287370195605
231,25.379310344827587,1.0,2,0,-5195.387357709215
232,25.655172413793103,0.8333333333333334,2,0,-5250.531035870135
233,25.913793103448278,0.75,2,0,-5306.108622077032
234,26.17816091954023,0.6666666666666666,2,0,-5362.131610582779
235,26.419540229885058,0.6666666666666666,2,0,-5418.637357709216
236,26.557471264367816,0.6666666666666666,2,1,-5472.418966904618
237,26.82758620689655,0.9166666666666666,2,0,-5529.990805985078
238,27.086206896551722,1.0,2,0,-5588.163219778181
239,27.344827586206897,1.25,2,0,-5647.102874950595
240,27.78488372093023,1.3333333333333333,2,1,-5704.005975725789
241,28.058139534883722,1.3333333333333333,2,0,-5764.45558812889
242,28.343023255813954,1.3333333333333333,2,0,-5825.474967973851
243,28.61627906976744,1.3333333333333333,2,0,-5887.040859446719
244,28.912790697674417,1.3333333333333333,2,0,-5949.199774175401
245,29.226744186046513,1.3333333333333333,2,0,-6011.986595880828
246,29.546511627906977,1.3333333333333333,2,0,-6075.412952469975
247,29.872093023255815,1.3333333333333333,2,0,-6139.49047184982
248,30.180232558139537,1.3333333333333333,2,0,-6204.184270299433
249,30.488372093023255,1.3333333333333333,2,0,-6269.4943478188125
250,30.046511627906977,1.25,2,1,-6330.837371074626
251,29.95294117647059,1.1666666666666667,2,1,-6391.909920094235
252,29.55294117647059,1.0833333333333333,2,1,-6452.099135780509
253,29.511904761904763,0.8333333333333334,2,1,-6511.956278637652
254,29.785714285714285,0.75,2,0,-6575.27770720908
255,30.047619047619047,0.6666666666666666,2,0,-6639.039611970985
256,30.291666666666668,0.6666666666666666,2,0,-6703.289611970985
257,30.535714285714285,0.6666666666666666,2,0,-6768.02770720908
258,30.773809523809526,0.6666666666666666,2,0,-6833.241992923366
259,30.647058823529413,0.6666666666666666,2,0,-6898.202777237091
260,30.876470588235293,0.6666666666666666,2,0,-6963.622385080228
261,31.11764705882353,0.6666666666666666,2,0,-7029.524345864542
262,31.341176470588234,0.6666666666666666,2,0,-7095.873365472385
263,31.55294117647059,0.6666666666666666,2,0,-7162.645914491993
264,31.764705882352942,0.6666666666666666,2,0,-7229.841992923365
265,31.988235294117647,0.6666666666666666,2,0,-7297.485130178267
266,32.22352941176471,0.75,2,0,-7365.682189001796
267,32.46470588235294,1.0,2,0,-7434.611600766502
268,31.59659090909091,1.0,2,0,-7501.804782584684
269,31.48314606741573,1.0833333333333333,2,0,-7568.854408052849
270,30.919540229885058,1.25,2,3,-7625.943488512619
271,31.040697674418606,1.25,2,1,-7689.274883861456
272,31.319767441860463,1.25,2,0,-7756.1644187451775
273,31.598837209302324,1.25,2,0,-7823.612093163782
274,31.678571428571427,1.25,2,2,-7885.219236020926
275,31.18235294117647,1.25,2,1,-7948.833941903278
276,31.49411764705882,1.25,2,0,-8016.072177197396
277,31.75,1.3333333333333333,2,1,-8080.905510530729
278,31.98780487804878,1.3333333333333333,2,2,-8143.2144536201595
279,31.902439024390244,1.3333333333333333,2,1,-8208.352665002274
280,31.819277108433734,1.3333333333333333,2,0,-8276.324552552474
281,31.720238095238095,1.3333333333333333,2,0,-8344.098362076284
282,31.99404761904762,1.0,2,0,-8412.086457314379
283,32.267857142857146,0.9166666666666666,2,0,-8480.53883826676
284,32.13529411764706,0.6666666666666666,2,0,-8548.476093168721
285,32.358823529411765,0.75,2,1,-8613.943740227545
286,32.24418604651163,0.6666666666666666,2,0,-8682.098778987236
287,32.48837209302326,0.6666666666666666,2,0,-8750.74218983995
288,32.73837209302326,0.6666666666666666,2,0,-8819.885600692664
289,32.98837209302326,0.6666666666666666,2,0,-8889.529011545377
290,33.23255813953488,0.6666666666666666,2,0,-8959.660794491114
291,33.47093023255814,0.6666666666666666,2,0,-9030.269321622896
292,33.32183908045977,0.6666666666666666,2,0,-9100.579666450483
293,33.55747126436781,0.6666666666666666,2,0,-9171.361275645886
294,33.793103448275865,0.6666666666666666,2,0,-9242.614149209105
295,34.03448275862069,0.6666666666666666,2,0,-9314.349781393013
296,33.89204545454545,0.6666666666666666,2,0,-9385.800538968771
297,34.15340909090909,0.75,2,0,-9457.85735715059
298,34.41477272727273,1.0,2,0,-9530.686902605135
299,34.6875,1.0,2,0,-9604.061902605135
300,34.11931818181818,1.1666666666666667,2,1,-9673.46720563544
301,33.52906976744186,1.3333333333333333,2,2,-9738.858678503657
302,33.36470588235294,1.3333333333333333,2,1,-9806.921423601696
303,33.66470588235294,1.3333333333333333,2,0,-9878.584168699736
304,33.55232558139535,1.3333333333333333,2,0,-9950.02215319586
305,32.30232558139535,1.3333333333333333,2,2,-10012.960137691984
306,31.803571428571427,1.3333333333333333,2,2,-10074.90061388246
307,32.125,1.3333333333333333,2,0,-10143.483947215795
308,32.10843373493976,1.3333333333333333,2,1,-10209.034148019007
309,31.3125,1.3333333333333333,2,3,-10266.992481352341
310,31.290123456790123,1.3333333333333333,2,0,-10333.906061599255
311,31.274390243902438,1.3333333333333333,2,0,-10400.788175420394
312,31.646341463414632,1.3333333333333333,2,0,-10468.414191680557
313,32.01829268292683,1.3333333333333333,2,0,-10536.784110379744
314,32.396341463414636,1.3333333333333333,2,0,-10605.910126639907
315,33.074074074074076,1.3333333333333333,2,1,-10673.391608121388
316,32.60843373493976,1.3333333333333333,2,0,-10742.941808924601
317,32.9277108433735,1.3333333333333333,2,0,-10813.130563944682
318,33.234939759036145,1.1666666666666667,2,0,-10883.76711012942
319,33.53012048192771,1.0833333333333333,2,0,-10954.910684426608
320,33.80722891566265,0.8333333333333334,2,0,-11026.358475591267
321,33.67857142857143,0.8333333333333334,2,0,-11097.548951781744
322,33.529411764705884,0.6666666666666666,2,0,-11168.274441977823
323,33.377906976744185,0.6666666666666666,2,0,-11238.696922597977
324,33.616279069767444,0.6666666666666666,2,0,-11309.59614740418
325,33.843023255813954,0.6666666666666666,2,0,-11380.948860582474
326,33.672413793103445,0.75,2,0,-11452.04368816868
327,33.88505747126437,0.75,2,0,-11523.563803111208
328,34.09770114942529,0.75,2,0,-11595.509205410059
329,33.90909090909091,1.0,2,0,-11667.32738722824
330,34.08522727272727,1.0,2,0,-11739.497841773695
331,33.8876404494382,1.0,2,0,-11811.273122672572
332,34.07865168539326,1.1666666666666667,2,0,-11883.597092710024
333,34.26966292134831,1.25,2,0,-11956.386418552722
334,34.47752808988764,1.25,2,0,-12029.591474732497
335,33.934065934065934,1.25,2,0,-12101.709606600629
336,33.766304347826086,1.3333333333333333,2,0,-12173.575548629615
337,33.416666666666664,1.3333333333333333,2,2,-12238.74221529628
338,33.39325842696629,1.3333333333333333,2,1,-12306.862065483547
339,32.96067415730337,1.4166666666666667,2,1,-12374.20008046482
340,32.752873563218394,1.4166666666666667,2,2,-12438.122494257923
341,32.76744186046512,1.4166666666666667,2,1,-12505.07404464552
342,32.354651162790695,1.4166666666666667,2,1,-12571.200013637768
343,32.52906976744186,1.4166666666666667,2,0,-12640.674819839318
344,32.71511627906977,1.0,2,0,-12710.105052397457
345,32.51149425287356,0.75,2,0,-12778.878040903204
346,32.28977272727273,0.75,2,0,-12847.20758635775
347,32.44318181818182,0.6666666666666666,2,0,-12915.76061666078
348,32.21910112359551,0.6666666666666666,2,0,-12983.865485574637
349,32.59090909090909,0.6666666666666666,2,1,-13049.713970423121
350,32.76704545454545,0.9166666666666666,2,0,-13119.16472799888
351,32.95454545454545,1.0,2,0,-13189.07381890797
352,33.13068181818182,1.1666666666666667,2,0,-13259.501849211
353,33.32954545454545,1.3333333333333333,2,0,-13330.494273453423
354,33.168539325842694,1.3333333333333333,2,0,-13401.164685438442
355,33.022222222222226,1.3333333333333333,2,0,-13471.54246321622
356,33.25555555555555,1.3333333333333333,2,0,-13542.386907660664
357,33.48888888888889,1.3333333333333333,2,0,-13613.698018771775
358,33.73888888888889,1.3333333333333333,2,0,-13685.509129882885
359,34.00555555555555,1.3333333333333333,2,0,-13757.85357432733
360,34.272222222222226,1.3333333333333333,2,0,-13830.731352105107
361,34.53333333333333,1.3333333333333333,2,0,-13904.131352105107
362,34.82222222222222,1.3333333333333333,2,0,-13978.109129882885
363,34.37777777777778,1.3333333333333333,2,1,-14048.198018771775
364,33.96022727272727,1.3333333333333333,2,2,-14114.451806650563
365,33.45454545454545,1.3333333333333333,2,1,-14182.694230892987
366,33.67613636363637,1.1666666666666667,2,0,-14254.213170286926
367,33.89772727272727,1.0833333333333333,2,0,-14326.091958165714
368,34.5,0.8333333333333334,2,1,-14395.925291499048
369,34.706896551724135,0.8333333333333334,2,0,-14469.17241793583
370,34.88505747126437,0.6666666666666666,2,0,-14542.609199545026
371,34.76162790697674,0.6666666666666666,2,1,-14612.799122025646
372,34.9593023255814,0.8333333333333334,2,0,-14686.551060010142
373,35.127906976744185,1.0,2,0,-14760.806873963631
374,35.66470588235294,1.0,2,1,-14833.136285728337
375,35.84705882352941,1.25,2,0,-14909.080403375396
376,36.01764705882353,1.1666666666666667,2,0,-14985.28236415971
377,35.79651162790697,1.1666666666666667,2,0,-15061.04205408219
378,35.98255813953488,1.1666666666666667,2,0,-15137.173837027927
379,36.18023255813954,1.25,2,0,-15213.784302144206
380,36.38953488372093,1.25,2,0,-15290.813371911649
381,36.598837209302324,1.25,2,0,-15368.261046330254
382,36.81395348837209,1.3333333333333333,2,0,-15446.222286640332
383,37.0,1.3333333333333333,2,0,-15524.555619973666
384,37.19186046511628,1.3333333333333333,2,0,-15603.272674237232
385,35.97093023255814,1.3333333333333333,2,2,-15673.547868035683
386,34.65340909090909,1.0,2,1,-15743.8546862175
387,34.51724137931034,0.75,2,1,-15813.639168976122
388,34.6551724137931,0.75,2,0,-15886.69951380371
389,34.793103448275865,0.6666666666666666,2,0,-15959.952387366928
390,34.9367816091954,0.6666666666666666,2,0,-16033.492617251984
391,35.05747126436781,0.6666666666666666,2,0,-16107.274226447387
392,35.18390804597701,0.6666666666666666,2,0,-16181.308709206009
393,35.298850574712645,0.6666666666666666,2,0,-16255.5730770221
394,36.04117647058823,0.6666666666666666,2,2,-16325.322096629943
395,36.1764705882353,0.6666666666666666,2,0,-16401.34170447308
396,36.3235294117647,0.6666666666666666,2,0,-16477.655429963277
397,36.48235294117647,0.6666666666666666,2,0,-16554.286802512295
398,36.65294117647059,0.75,2,0,-16631.342684865238
399,36.84117647058824,0.75,2,0,-16708.775037806416
400,37.03529411764706,0.8333333333333334,2,0,-16786.678959375044
401,37.23529411764706,0.8333333333333334,2,0,-16864.98288094367
402,37.46470588235294,1.0833333333333333,2,0,-16943.99562604171
403,37.23837209302326,1.0833333333333333,2,0,-17022.55570356109
404,36.82738095238095,1.1666666666666667,2,2,-17094.37713213252
405,36.71686746987952,1.3333333333333333,2,1,-17169.14420040561
406,36.16265060240964,1.3333333333333333,2,1,-17242.802834943763
407,36.3855421686747,1.3333333333333333,2,0,-17319.907252614445
408,36.60843373493976,1.3333333333333333,2,0,-17397.457453417657
409,35.70253164556962,1.3333333333333333,2,4,-17461.19585004213
410,35.5,1.3333333333333333,2,0,-17536.529183375464
411,35.74375,1.3333333333333333,2,0,-17612.3500167088
412,35.31875,1.3333333333333333,2,1,-17684.32085004213
413,34.8375,1.3333333333333333,2,1,-17755.329183375467
414,34.81012658227848,1.3333333333333333,2,1,-17826.282769873356
415,35.01898734177215,1.25,2,0,-17900.570744556902
416,34.80625,1.1666666666666667,2,0,-17974.34991122357
417,35.0375,1.0833333333333333,2,0,-18048.508244556902
418,34.82098765432099,0.8333333333333334,2,0,-18121.98355319888
419,34.63414634146341,0.75,2,0,-18195.001845881805
420,34.86585365853659,0.6666666666666666,2,0,-18268.400219865543
421,35.09756097560975,0.6666666666666666,2,0,-18342.26200848343
422,35.33536585365854,0.9166666666666666,2,0,-18416.849406857415
423,35.56707317073171,1.0,2,0,-18491.98355319888
424,34.92261904761905,1.25,2,0,-18566.078791294116
425,34.29651162790697,1.25,2,0,-18638.92181454993
426,34.46511627906977,1.1666666666666667,2,0,-18712.018713774734
427,34.656976744186046,1.1666666666666667,2,0,-18785.499333929773
428,34.848837209302324,1.1666666666666667,2,0,-18859.363675015044
429,35.05232558139535,1.25,2,0,-18933.718326177834
430,34.867816091954026,1.25,2,0,-19007.70395836174
431,35.0919540229885,1.3333333333333333,2,0,-19082.221199741052
432,35.31609195402299,1.3333333333333333,2,0,-19157.186716982433
433,35.5632183908046,1.3333333333333333,2,0,-19232.646487097376
434,35.088235294117645,1.3333333333333333,2,2,-19301.156291018946
435,34.174418604651166,1.3333333333333333,2,1,-19370.838461561583
436,33.298850574712645,1.3333333333333333,2,1,-19438.76949604434
437,32.831460674157306,1.3333333333333333,2,0,-19508.76575072599
438,33.10674157303371,1.3333333333333333,2,0,-19579.31256720539
439,33.39887640449438,1.3333333333333333,2,0,-19650.443653347713
440,33.67977528089887,1.3333333333333333,2,0,-19722.136537242844
441,33.93258426966292,1.3333333333333333,2,0,-19794.335039115504
442,34.174157303370784,1.3333333333333333,2,0,-19867.016687055577
443,34.438202247191015,1.0,2,0,-19939.89309154996
444,34.657303370786515,0.9166666666666666,2,0,-20013.1243649582
445,34.87078651685393,0.6666666666666666,2,0,-20086.532604658572
446,35.08988764044944,0.75,2,0,-20160.462379939472
447,35.28651685393258,0.6666666666666666,2,0,-20234.702080314004
448,35.47191011235955,0.6666666666666666,2,0,-20309.31256720539
449,35.69101123595506,0.6666666666666666,2,0,-20384.361256343967
450,35.88202247191011,1.0,2,0,-20460.125301287786
451,36.07865168539326,1.1666666666666667,2,0,-20536.44927132524
452,36.264044943820224,1.3333333333333333,2,0,-20613.310694546213
453,36.443820224719104,1.3333333333333333,2,0,-20690.531668328986
454,36.640449438202246,1.3333333333333333,2,0,-20768.145900538722
455,36.831460674157306,1.3333333333333333,2,0,-20846.142155220372
456,37.02808988764045,1.3333333333333333,2,0,-20924.531668328986
457,37.23033707865169,1.3333333333333333,2,0,-21003.325675819622
458,37.47752808988764,1.3333333333333333,2,0,-21082.61406533273
459,37.73033707865169,1.3333333333333333,2,0,-21162.408072823368
460,37.98314606741573,1.3333333333333333,2,0,-21242.70769829153
461,38.258426966292134,1.3333333333333333,2,0,-21323.55788555745
462,37.43888888888889,1.3333333333333333,2,1,-21399.76899666856
463,37.13636363636363,1.3333333333333333,2,2,-21472.37505727462
464,36.30898876404494,1.3333333333333333,2,1,-21546.326368136044
